state_id,state_name,County,County_last_updated,State_last_updated,NYT_Meta_LastUpdate,filedateJSON,Total_Votes,Total_Absentee,Total_Other_Votes,Total_Delta,Absentee_Delta,Other_Delta,Trump_Votes,Trump_Absentee,Trump_Other_Votes,Trump_V_Delta,Trump_A_Delta,Trump_O_Delta,Biden_Votes,Biden_Absentee,Biden_Other_Votes,Biden_V_Delta,Biden_A_Delta,Biden_O_Delta,JJorg_Votes,JJorg_Absentee,Jorg_Other_Votes,Jorg_V_Delta,Jorg_A_Delta,Jorg_O_Delta,Precincts_reporting,Precincts_Total
PA,Pennsylvania,Butler,2020-11-13T21:32:46Z,2020-11-13T21:49:32Z,2020-11-14T00:44:44.191Z,2020-11-14T00:45:31,113090,0,113090,2130,0,2130,74279,0,74279,1256,0,1256,37379,0,37379,845,0,845,1432,0,1432,29,0,29,89,89
PA,Pennsylvania,Butler,2020-11-14T16:39:19Z,2020-11-14T22:00:28Z,2020-11-15T00:45:46.698Z,2020-11-15T00:59:30,113090,0,113090,0,0,0,74279,0,74279,0,0,0,37379,0,37379,0,0,0,1432,0,1432,0,0,0,89,89
PA,Pennsylvania,Butler,2020-11-16T15:48:18Z,2020-11-16T22:32:45Z,2020-11-17T00:14:33.359Z,2020-11-17T00:15:24,113090,0,113090,0,0,0,74279,0,74279,0,0,0,37379,0,37379,0,0,0,1432,0,1432,0,0,0,89,89
PA,Pennsylvania,Cambria,2020-11-03T06:56:36Z,2020-11-03T15:26:50Z,2020-11-03T23:35:18.541Z,2020-11-03T23:36:03,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,125
PA,Pennsylvania,Cambria,2020-11-04T00:39:28Z,2020-11-04T02:10:32Z,2020-11-04T02:11:23.809Z,2020-11-04T02:12:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125
PA,Pennsylvania,Cambria,2020-11-04T02:34:50Z,2020-11-04T02:36:06Z,2020-11-04T02:36:29.738Z,2020-11-04T02:37:09,21302,0,21302,21302,0,21302,17085,0,17085,17085,0,17085,3983,0,3983,3983,0,3983,234,0,234,234,0,234,36,125
PA,Pennsylvania,Cambria,2020-11-04T02:59:26Z,2020-11-04T03:09:00Z,2020-11-04T03:09:50.458Z,2020-11-04T03:10:22,31618,0,31618,10316,0,10316,24704,0,24704,7619,0,7619,6484,0,6484,2501,0,2501,355,0,355,121,0,121,54,125
PA,Pennsylvania,Cambria,2020-11-04T03:11:41Z,2020-11-04T03:20:11Z,2020-11-04T03:21:31.107Z,2020-11-04T03:22:06,41039,0,41039,9421,0,9421,32004,0,32004,7300,0,7300,8518,0,8518,2034,0,2034,442,0,442,87,0,87,69,125
PA,Pennsylvania,Cambria,2020-11-04T03:33:20Z,2020-11-04T03:34:52Z,2020-11-04T03:35:35.313Z,2020-11-04T03:36:07,51787,0,51787,10748,0,10748,40733,0,40733,8729,0,8729,10449,0,10449,1931,0,1931,530,0,530,88,0,88,88,125
PA,Pennsylvania,Cambria,2020-11-04T03:55:15Z,2020-11-04T04:17:12Z,2020-11-04T04:19:09.143Z,2020-11-04T04:19:50,52303,0,52303,516,0,516,41101,0,41101,368,0,368,10585,0,10585,136,0,136,542,0,542,12,0,12,89,125
PA,Pennsylvania,Cambria,2020-11-04T04:23:28Z,2020-11-04T06:09:00Z,2020-11-04T06:13:02.171Z,2020-11-04T06:13:33,68246,0,68246,15943,0,15943,46884,0,46884,5783,0,5783,20572,0,20572,9987,0,9987,715,0,715,173,0,173,116,125
PA,Pennsylvania,Cambria,2020-11-04T06:55:14Z,2020-11-04T08:13:48Z,2020-11-04T09:20:38.983Z,2020-11-04T09:21:17,68336,0,68336,90,0,90,46884,0,46884,0,0,0,20572,0,20572,0,0,0,715,0,715,0,0,0,117,125
PA,Pennsylvania,Cambria,2020-11-04T10:43:53Z,2020-11-04T16:38:53Z,2020-11-04T16:41:26.635Z,2020-11-04T16:42:05Z,68336,0,68336,0,0,0,46884,0,46884,0,0,0,20572,0,20572,0,0,0,715,0,715,0,0,0,117,125
PA,Pennsylvania,Cambria,2020-11-04T17:42:51Z,2020-11-06T03:12:40Z,2020-11-06T03:22:09.075Z,2020-11-06T03:24:07Z,69585,0,69585,1249,0,1249,47386,0,47386,502,0,502,21293,0,21293,721,0,721,741,0,741,26,0,26,118,125
PA,Pennsylvania,Cambria,2020-11-06T14:52:38Z,2020-11-06T20:14:41Z,2020-11-06T20:17:51.562Z,2020-11-06T20:18:50Z,69891,0,69891,306,0,306,47519,0,47519,133,0,133,21457,0,21457,164,0,164,750,0,750,9,0,9,119,125
PA,Pennsylvania,Cambria,2020-11-06T21:36:39Z,2020-11-07T03:41:46Z,2020-11-07T04:05:56.971Z,2020-11-07T04:07:13Z,70418,0,70418,527,0,527,47885,0,47885,366,0,366,21614,0,21614,157,0,157,754,0,754,4,0,4,120,125
PA,Pennsylvania,Cambria,2020-11-09T18:18:39Z,2020-11-10T02:15:22Z,2020-11-10T03:36:01.428Z,2020-11-10T03:36:51Z,70762,0,70762,344,0,344,48090,0,48090,205,0,205,21748,0,21748,134,0,134,759,0,759,5,0,5,120,125
PA,Pennsylvania,Cambria,2020-11-10T18:32:46Z,2020-11-10T23:10:47Z,2020-11-10T23:30:42.138Z,2020-11-10T23:31:38Z,70765,0,70765,3,0,3,48092,0,48092,2,0,2,21749,0,21749,1,0,1,759,0,759,0,0,0,120,125
PA,Pennsylvania,Cambria,2020-11-11T03:14:25Z,2020-11-11T03:13:44Z,2020-11-11T03:15:21.016Z,2020-11-11T03:16:40Z,70765,0,70765,0,0,0,48092,0,48092,0,0,0,21749,0,21749,0,0,0,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cambria,2020-11-11T03:23:08Z,2020-11-11T03:22:41Z,2020-11-11T03:23:42.270Z,2020-11-11T03:24:39Z,70765,0,70765,0,0,0,48092,0,48092,0,0,0,21749,0,21749,0,0,0,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cambria,2020-11-11T03:25:40Z,2020-11-11T13:42:49Z,2020-11-11T14:21:23.976Z,2020-11-11T14:22:23Z,70765,0,70765,0,0,0,48092,0,48092,0,0,0,21749,0,21749,0,0,0,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cambria,2020-11-11T03:25:40Z,2020-11-12T02:36:41Z,2020-11-12T05:34:40.992Z,2020-11-12T05:39:13,70600,0,70600,-165,0,-165,48092,0,48092,0,0,0,21749,0,21749,0,0,0,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cambria,2020-11-12T19:08:46Z,2020-11-12T22:16:51Z,2020-11-13T00:06:46.837Z,2020-11-13T00:07:37,70605,0,70605,5,0,5,48094,0,48094,2,0,2,21752,0,21752,3,0,3,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cambria,2020-11-14T16:39:20Z,2020-11-14T22:00:28Z,2020-11-15T00:45:46.698Z,2020-11-15T00:59:30,70605,0,70605,0,0,0,48094,0,48094,0,0,0,21752,0,21752,0,0,0,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cambria,2020-11-16T15:48:18Z,2020-11-16T22:32:45Z,2020-11-17T00:14:33.359Z,2020-11-17T00:15:24,70605,0,70605,0,0,0,48094,0,48094,0,0,0,21752,0,21752,0,0,0,759,0,759,0,0,0,121,125
PA,Pennsylvania,Cameron,2020-11-03T06:56:38Z,2020-11-03T15:26:50Z,2020-11-03T23:35:18.541Z,2020-11-03T23:36:03,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,10
PA,Pennsylvania,Cameron,2020-11-04T00:39:29Z,2020-11-04T02:03:01Z,2020-11-04T02:05:18.039Z,2020-11-04T02:06:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
PA,Pennsylvania,Cameron,2020-11-04T02:26:33Z,2020-11-04T02:52:11Z,2020-11-04T02:54:14.585Z,2020-11-04T02:55:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
PA,Pennsylvania,Cameron,2020-11-04T02:55:31Z,2020-11-04T03:09:00Z,2020-11-04T03:09:50.458Z,2020-11-04T03:10:22,1677,0,1677,1677,0,1677,1380,0,1380,1380,0,1380,274,0,274,274,0,274,19,0,19,19,0,19,7,10
PA,Pennsylvania,Cameron,2020-11-04T03:11:46Z,2020-11-04T05:14:47Z,2020-11-04T05:17:09.885Z,2020-11-04T05:18:06,2392,0,2392,715,0,715,1738,0,1738,358,0,358,621,0,621,347,0,347,29,0,29,10,0,10,9,10
PA,Pennsylvania,Cameron,2020-11-04T06:58:49Z,2020-11-04T08:13:48Z,2020-11-04T09:20:38.983Z,2020-11-04T09:21:17,2394,0,2394,2,0,2,1738,0,1738,0,0,0,621,0,621,0,0,0,29,0,29,0,0,0,9,10
PA,Pennsylvania,Cameron,2020-11-04T10:43:54Z,2020-11-04T16:30:53Z,2020-11-04T16:37:07.239Z,2020-11-04T16:38:07Z,2394,0,2394,0,0,0,1738,0,1738,0,0,0,621,0,621,0,0,0,29,0,29,0,0,0,9,10
PA,Pennsylvania,Cameron,2020-11-04T21:16:50Z,2020-11-10T22:18:47Z,2020-11-10T22:19:21.907Z,2020-11-10T22:20:28Z,2440,0,2440,46,0,46,1771,0,1771,33,0,33,634,0,634,13,0,13,29,0,29,0,0,0,9,10
PA,Pennsylvania,Cameron,2020-11-11T03:14:26Z,2020-11-11T03:13:44Z,2020-11-11T03:15:21.016Z,2020-11-11T03:16:40Z,2440,0,2440,0,0,0,1771,0,1771,0,0,0,634,0,634,0,0,0,29,0,29,0,0,0,10,10
PA,Pennsylvania,Cameron,2020-11-11T03:23:09Z,2020-11-11T03:22:41Z,2020-11-11T03:23:42.270Z,2020-11-11T03:24:39Z,2440,0,2440,0,0,0,1771,0,1771,0,0,0,634,0,634,0,0,0,29,0,29,0,0,0,10,10
PA,Pennsylvania,Cameron,2020-11-11T03:25:40Z,2020-11-11T13:42:49Z,2020-11-11T14:44:44.390Z,2020-11-11T14:45:54Z,2440,0,2440,0,0,0,1771,0,1771,0,0,0,634,0,634,0,0,0,29,0,29,0,0,0,10,10
PA,Pennsylvania,Cameron,2020-11-11T03:25:40Z,2020-11-12T22:16:51Z,2020-11-13T00:06:46.837Z,2020-11-13T00:07:37,2434,0,2434,-6,0,-6,1771,0,1771,0,0,0,634,0,634,0,0,0,29,0,29,0,0,0,10,10
PA,Pennsylvania,Cameron,2020-11-14T16:39:21Z,2020-11-14T22:00:28Z,2020-11-15T00:45:46.698Z,2020-11-15T00:59:30,2434,0,2434,0,0,0,1771,0,1771,0,0,0,634,0,634,0,0,0,29,0,29,0,0,0,10,10
PA,Pennsylvania,Cameron,2020-11-16T15:48:19Z,2020-11-16T22:32:45Z,2020-11-17T00:14:33.359Z,2020-11-17T00:15:24,2434,0,2434,0,0,0,1771,0,1771,0,0,0,634,0,634,0,0,0,29,0,29,0,0,0,10,10
PA,Pennsylvania,Carbon,2020-11-03T06:56:38Z,2020-11-03T15:26:50Z,2020-11-03T22:48:44.121Z,2020-11-03T22:52:32,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,51
PA,Pennsylvania,Carbon,2020-11-04T00:39:29Z,2020-11-04T02:17:03Z,2020-11-04T02:17:44.378Z,2020-11-04T02:20:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
PA,Pennsylvania,Carbon,2020-11-04T02:26:34Z,2020-11-04T03:20:11Z,2020-11-04T03:21:31.107Z,2020-11-04T03:22:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
PA,Pennsylvania,Carbon,2020-11-04T03:25:01Z,2020-11-04T03:34:52Z,2020-11-04T03:35:35.313Z,2020-11-04T03:36:07,18567,0,18567,18567,0,18567,14204,0,14204,14204,0,14204,4079,0,4079,4079,0,4079,253,0,253,253,0,253,28,51
PA,Pennsylvania,Carbon,2020-11-04T03:42:20Z,2020-11-04T03:48:29Z,2020-11-04T03:49:35.601Z,2020-11-04T03:50:11,21877,0,21877,3310,0,3310,16854,0,16854,2650,0,2650,4695,0,4695,616,0,616,297,0,297,44,0,44,33,51
PA,Pennsylvania,Carbon,2020-11-04T03:53:38Z,2020-11-04T05:14:47Z,2020-11-04T05:17:09.885Z,2020-11-04T05:18:06,23618,0,23618,1741,0,1741,18221,0,18221,1367,0,1367,5050,0,5050,355,0,355,316,0,316,19,0,19,36,51
PA,Pennsylvania,Carbon,2020-11-04T10:43:54Z,2020-11-04T14:54:50Z,2020-11-04T14:56:08.718Z,2020-11-04T14:56:52Z,23618,0,23618,0,0,0,18221,0,18221,0,0,0,5050,0,5050,0,0,0,316,0,316,0,0,0,36,51
PA,Pennsylvania,Carbon,2020-11-04T16:02:50Z,2020-11-04T16:30:53Z,2020-11-04T16:37:07.239Z,2020-11-04T16:38:07Z,24149,0,24149,531,0,531,18486,0,18486,265,0,265,5307,0,5307,257,0,257,325,0,325,9,0,9,36,51
PA,Pennsylvania,Carbon,2020-11-04T16:42:52Z,2020-11-04T17:00:58Z,2020-11-04T17:04:21.985Z,2020-11-04T17:06:08Z,24386,0,24386,237,0,237,18622,0,18622,136,0,136,5404,0,5404,97,0,97,329,0,329,4,0,4,37,51
PA,Pennsylvania,Carbon,2020-11-04T17:16:51Z,2020-11-04T17:16:52Z,2020-11-04T17:24:40.785Z,2020-11-04T17:25:29Z,24605,0,24605,219,0,219,18731,0,18731,109,0,109,5512,0,5512,108,0,108,331,0,331,2,0,2,37,51
PA,Pennsylvania,Carbon,2020-11-04T17:34:51Z,2020-11-04T18:54:21Z,2020-11-04T18:56:14.325Z,2020-11-04T18:57:29Z,24760,0,24760,155,0,155,18793,0,18793,62,0,62,5604,0,5604,92,0,92,332,0,332,1,0,1,37,51
PA,Pennsylvania,Carbon,2020-11-04T19:04:57Z,2020-11-04T19:04:59Z,2020-11-04T19:13:03.482Z,2020-11-04T19:13:48Z,24969,0,24969,209,0,209,18895,0,18895,102,0,102,5710,0,5710,106,0,106,333,0,333,1,0,1,38,51
PA,Pennsylvania,Carbon,2020-11-04T19:30:50Z,2020-11-04T19:31:00Z,2020-11-04T19:36:47.711Z,2020-11-04T19:37:26Z,25103,0,25103,134,0,134,19003,0,19003,108,0,108,5733,0,5733,23,0,23,336,0,336,3,0,3,38,51
PA,Pennsylvania,Carbon,2020-11-04T19:46:51Z,2020-11-04T19:46:52Z,2020-11-04T19:47:46.988Z,2020-11-04T19:48:50Z,25313,0,25313,210,0,210,19102,0,19102,99,0,99,5843,0,5843,110,0,110,337,0,337,1,0,1,38,51
PA,Pennsylvania,Carbon,2020-11-04T20:02:50Z,2020-11-04T20:18:56Z,2020-11-04T20:28:27.938Z,2020-11-04T20:29:44Z,25510,0,25510,197,0,197,19187,0,19187,85,0,85,5955,0,5955,112,0,112,337,0,337,0,0,0,38,51
PA,Pennsylvania,Carbon,2020-11-04T20:36:51Z,2020-11-04T21:02:54Z,2020-11-04T21:07:10.627Z,2020-11-04T21:08:00Z,25770,0,25770,260,0,260,19346,0,19346,159,0,159,6053,0,6053,98,0,98,340,0,340,3,0,3,39,51
PA,Pennsylvania,Carbon,2020-11-04T21:20:51Z,2020-11-04T22:18:53Z,2020-11-04T22:20:14.083Z,2020-11-04T22:21:08Z,26068,0,26068,298,0,298,19415,0,19415,69,0,69,6278,0,6278,225,0,225,344,0,344,4,0,4,39,51
PA,Pennsylvania,Carbon,2020-11-04T22:38:49Z,2020-11-04T22:42:49Z,2020-11-04T22:52:13.193Z,2020-11-04T22:53:05Z,26607,0,26607,539,0,539,19609,0,19609,194,0,194,6619,0,6619,341,0,341,348,0,348,4,0,4,40,51
PA,Pennsylvania,Carbon,2020-11-04T23:42:52Z,2020-11-04T23:48:53Z,2020-11-04T23:49:45.306Z,2020-11-04T23:50:25Z,27026,0,27026,419,0,419,19745,0,19745,136,0,136,6899,0,6899,280,0,280,351,0,351,3,0,3,41,51
PA,Pennsylvania,Carbon,2020-11-05T00:20:50Z,2020-11-05T00:39:58Z,2020-11-05T00:44:49.776Z,2020-11-04T19:45:37Z,27338,0,27338,312,0,312,19849,0,19849,104,0,104,7104,0,7104,205,0,205,354,0,354,3,0,3,41,51
PA,Pennsylvania,Carbon,2020-11-05T01:00:50Z,2020-11-05T04:09:54Z,2020-11-05T05:47:23.899Z,2020-11-05T05:48:23Z,27555,0,27555,217,0,217,19915,0,19915,66,0,66,7251,0,7251,147,0,147,358,0,358,4,0,4,42,51
PA,Pennsylvania,Carbon,2020-11-05T19:30:38Z,2020-11-05T19:36:41Z,2020-11-05T19:53:24.061Z,2020-11-05T19:54:16Z,31781,0,31781,4226,0,4226,21195,0,21195,1280,0,1280,10146,0,10146,2895,0,2895,409,0,409,51,0,51,48,51
PA,Pennsylvania,Carbon,2020-11-05T19:56:37Z,2020-11-05T20:14:40Z,2020-11-05T20:23:39.229Z,2020-11-05T20:24:29Z,32386,0,32386,605,0,605,21383,0,21383,188,0,188,10560,0,10560,414,0,414,412,0,412,3,0,3,49,51
PA,Pennsylvania,Carbon,2020-11-05T20:32:38Z,2020-11-05T20:44:39Z,2020-11-05T20:55:45.764Z,2020-11-05T20:57:04Z,32971,0,32971,585,0,585,21558,0,21558,175,0,175,10962,0,10962,402,0,402,420,0,420,8,0,8,50,51
PA,Pennsylvania,Carbon,2020-11-05T21:44:38Z,2020-11-06T03:42:34Z,2020-11-06T04:24:54.627Z,2020-11-06T04:27:08Z,33036,0,33036,65,0,65,21595,0,21595,37,0,37,10989,0,10989,27,0,27,421,0,421,1,0,1,50,51
PA,Pennsylvania,Carbon,2020-11-06T12:22:37Z,2020-11-06T12:42:12Z,2020-11-06T13:42:09.171Z,2020-11-06T13:42:47Z,32725,9138,23587,-311,9138,-9449,21367,3146,18221,-228,3146,-3374,10943,5893,5050,-46,5893,-5939,415,99,316,-6,99,-105,50,51
PA,Pennsylvania,Carbon,2020-11-06T20:50:38Z,2020-11-07T23:04:43Z,2020-11-08T01:22:14.001Z,2020-11-08T01:23:44,33018,9138,23880,293,0,293,21607,3146,18461,240,0,240,10990,5893,5097,47,0,47,421,99,322,6,0,6,50,51
PA,Pennsylvania,Carbon,2020-11-11T03:14:26Z,2020-11-11T03:13:44Z,2020-11-11T03:15:21.016Z,2020-11-11T03:16:40Z,33018,9138,23880,0,0,0,21607,3146,18461,0,0,0,10990,5893,5097,0,0,0,421,99,322,0,0,0,50,51
PA,Pennsylvania,Carbon,2020-11-11T03:23:09Z,2020-11-11T03:22:41Z,2020-11-11T03:23:42.270Z,2020-11-11T03:24:39Z,33018,9138,23880,0,0,0,21607,3146,18461,0,0,0,10990,5893,5097,0,0,0,421,99,322,0,0,0,50,51
PA,Pennsylvania,Carbon,2020-11-11T03:25:42Z,2020-11-11T13:42:49Z,2020-11-11T14:52:43.846Z,2020-11-11T14:53:49Z,33018,9138,23880,0,0,0,21607,3146,18461,0,0,0,10990,5893,5097,0,0,0,421,99,322,0,0,0,50,51
PA,Pennsylvania,Carbon,2020-11-12T17:10:46Z,2020-11-12T22:16:51Z,2020-11-13T00:06:46.837Z,2020-11-13T00:07:37,33285,9138,24147,267,0,267,21773,3146,18627,166,0,166,11083,5893,5190,93,0,93,429,99,330,8,0,8,50,51
PA,Pennsylvania,Carbon,2020-11-14T16:39:22Z,2020-11-16T00:41:02Z,2020-11-16T01:32:09.895Z,2020-11-16T01:44:05,33285,9138,24147,0,0,0,21773,3146,18627,0,0,0,11083,5893,5190,0,0,0,429,99,330,0,0,0,51,51
PA,Pennsylvania,Carbon,2020-11-16T15:48:20Z,2020-11-16T22:32:45Z,2020-11-17T00:14:33.359Z,2020-11-17T00:15:24,33285,9138,24147,0,0,0,21773,3146,18627,0,0,0,11083,5893,5190,0,0,0,429,99,330,0,0,0,51,51
PA,Pennsylvania,Centre,2020-11-03T06:56:39Z,2020-11-03T15:26:50Z,2020-11-03T23:35:18.541Z,2020-11-03T23:36:03,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,87
PA,Pennsylvania,Centre,2020-11-04T00:39:32Z,2020-11-04T02:03:01Z,2020-11-04T02:04:51.261Z,2020-11-04T02:05:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
PA,Pennsylvania,Centre,2020-11-04T02:26:34Z,2020-11-04T02:35:23Z,2020-11-04T02:36:15.227Z,2020-11-04T02:37:00,28263,0,28263,28263,0,28263,5584,0,5584,5584,0,5584,22389,0,22389,22389,0,22389,290,0,290,290,0,290,28,87
PA,Pennsylvania,Centre,2020-11-04T02:38:17Z,2020-11-04T02:52:11Z,2020-11-04T02:54:14.585Z,2020-11-04T02:55:04,28421,0,28421,158,0,158,5584,0,5584,0,0,0,22389,0,22389,0,0,0,290,0,290,0,0,0,28,87
PA,Pennsylvania,Centre,2020-11-04T03:08:38Z,2020-11-04T03:09:00Z,2020-11-04T03:10:19.149Z,2020-11-04T03:10:51,38513,0,38513,10092,0,10092,13748,0,13748,8164,0,8164,24150,0,24150,1761,0,1761,457,0,457,167,0,167,37,87
PA,Pennsylvania,Centre,2020-11-04T03:15:31Z,2020-11-04T03:34:13Z,2020-11-04T03:35:08.046Z,2020-11-04T03:35:49,44283,0,44283,5770,0,5770,16667,0,16667,2919,0,2919,26941,0,26941,2791,0,2791,517,0,517,60,0,60,43,87
PA,Pennsylvania,Centre,2020-11-04T03:40:04Z,2020-11-04T03:48:29Z,2020-11-04T03:49:35.601Z,2020-11-04T03:50:11,51701,0,51701,7418,0,7418,21555,0,21555,4888,0,4888,29364,0,29364,2423,0,2423,624,0,624,107,0,107,50,87
PA,Pennsylvania,Centre,2020-11-04T04:04:31Z,2020-11-04T04:04:31Z,2020-11-04T04:05:11.521Z,2020-11-04T04:05:50,60450,0,60450,8749,0,8749,27145,0,27145,5590,0,5590,32258,0,32258,2894,0,2894,758,0,758,134,0,134,60,87
PA,Pennsylvania,Centre,2020-11-04T04:12:09Z,2020-11-04T04:17:12Z,2020-11-04T04:19:09.143Z,2020-11-04T04:19:50,70670,0,70670,10220,0,10220,33705,0,33705,6560,0,6560,35748,0,35748,3490,0,3490,928,0,928,170,0,170,69,87
PA,Pennsylvania,Centre,2020-11-04T04:18:44Z,2020-11-04T04:57:06Z,2020-11-04T04:59:21.578Z,2020-11-04T05:00:00,71418,0,71418,748,0,748,34341,0,34341,636,0,636,35852,0,35852,104,0,104,936,0,936,8,0,8,70,87
PA,Pennsylvania,Centre,2020-11-04T06:08:57Z,2020-11-04T06:45:51Z,2020-11-04T06:46:13.277Z,2020-11-04T06:46:47,73439,0,73439,2021,0,2021,34830,0,34830,489,0,489,37356,0,37356,1504,0,1504,964,0,964,28,0,28,72,87
PA,Pennsylvania,Centre,2020-11-04T10:43:54Z,2020-11-04T17:59:51Z,2020-11-04T18:16:02.255Z,2020-11-04T13:17:02Z,73439,0,73439,0,0,0,34830,0,34830,0,0,0,37356,0,37356,0,0,0,964,0,964,0,0,0,72,87
PA,Pennsylvania,Centre,2020-11-04T20:08:52Z,2020-11-05T14:09:55Z,2020-11-05T14:28:44.092Z,2020-11-05T14:29:41Z,76156,0,76156,2717,0,2717,35849,0,35849,1019,0,1019,38978,0,38978,1622,0,1622,1040,0,1040,76,0,76,74,87
PA,Pennsylvania,Centre,2020-11-06T00:52:32Z,2020-11-06T06:30:10Z,2020-11-06T11:54:16.024Z,2020-11-06T11:55:04Z,77092,0,77092,936,0,936,36041,0,36041,192,0,192,39711,0,39711,733,0,733,1051,0,1051,11,0,11,75,87
PA,Pennsylvania,Centre,2020-11-06T21:24:39Z,2020-11-08T18:36:39Z,2020-11-08T19:32:33.789Z,2020-11-08T19:33:45Z,77100,0,77100,8,0,8,36042,0,36042,1,0,1,39718,0,39718,7,0,7,1051,0,1051,0,0,0,75,87
PA,Pennsylvania,Centre,2020-11-09T22:12:39Z,2020-11-10T02:15:22Z,2020-11-10T14:35:19.523Z,2020-11-10T14:36:23Z,77769,0,77769,669,0,669,36366,0,36366,324,0,324,40049,0,40049,331,0,331,1065,0,1065,14,0,14,76,87
PA,Pennsylvania,Centre,2020-11-10T22:57:44Z,2020-11-10T23:10:47Z,2020-11-10T23:30:42.138Z,2020-11-10T23:31:38Z,77779,0,77779,10,0,10,36371,0,36371,5,0,5,40054,0,40054,5,0,5,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Centre,2020-11-11T03:14:27Z,2020-11-11T03:13:44Z,2020-11-11T03:15:21.016Z,2020-11-11T03:16:40Z,77779,0,77779,0,0,0,36371,0,36371,0,0,0,40054,0,40054,0,0,0,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Centre,2020-11-11T03:23:10Z,2020-11-11T03:22:41Z,2020-11-11T03:23:42.270Z,2020-11-11T03:24:39Z,77779,0,77779,0,0,0,36371,0,36371,0,0,0,40054,0,40054,0,0,0,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Centre,2020-11-11T03:25:43Z,2020-11-11T13:42:49Z,2020-11-11T14:44:44.390Z,2020-11-11T14:45:54Z,77779,0,77779,0,0,0,36371,0,36371,0,0,0,40054,0,40054,0,0,0,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Centre,2020-11-11T03:25:43Z,2020-11-12T22:16:51Z,2020-11-13T00:06:46.837Z,2020-11-13T00:07:37,77490,0,77490,-289,0,-289,36371,0,36371,0,0,0,40054,0,40054,0,0,0,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Centre,2020-11-14T16:39:23Z,2020-11-14T22:00:28Z,2020-11-15T00:45:46.698Z,2020-11-15T00:59:30,77490,0,77490,0,0,0,36371,0,36371,0,0,0,40054,0,40054,0,0,0,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Centre,2020-11-16T15:48:20Z,2020-11-16T22:32:45Z,2020-11-17T00:14:33.359Z,2020-11-17T00:15:24,77490,0,77490,0,0,0,36371,0,36371,0,0,0,40054,0,40054,0,0,0,1065,0,1065,0,0,0,76,87
PA,Pennsylvania,Chester,2020-11-03T06:56:36Z,2020-11-03T15:26:50Z,2020-11-03T22:48:44.121Z,2020-11-03T22:52:32,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,0,0,,,,0,230
PA,Pennsylvania,Chester,2020-11-04T00:39:33Z,2020-11-04T02:03:01Z,2020-11-04T02:05:18.039Z,2020-11-04T02:06:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
PA,Pennsylvania,Chester,2020-11-04T02:26:34Z,2020-11-04T02:52:11Z,2020-11-04T02:54:14.585Z,2020-11-04T02:55:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230
PA,Pennsylvania,Chester,2020-11-04T03:04:31Z,2020-11-04T03:20:11Z,2020-11-04T03:21:31.107Z,2020-11-04T03:22:06,61834,43190,18644,61834,43190,18644,19511,8610,10901,19511,8610,10901,41503,34075,7428,41503,34075,7428,602,354,248,602,354,248,46,230
PA,Pennsylvania,Chester,2020-11-04T03:24:03Z,2020-11-04T03:34:52Z,2020-11-04T03:35:35.313Z,2020-11-04T03:36:07,77193,43190,34003,15359,0,15359,28292,8610,19682,8781,0,8781,47825,34075,13750,6322,0,6322,792,354,438,190,0,190,57,230
PA,Pennsylvania,Chester,2020-11-04T03:48:29Z,2020-11-04T03:48:29Z,2020-11-04T03:49:35.601Z,2020-11-04T03:50:11,102857,43190,59667,25664,0,25664,43198,8610,34588,14906,0,14906,58134,34075,24059,10309,0,10309,1137,354,783,345,0,345,76,230
